Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDS36,8.38,Regular,0.04688734,Baking Goods,107.957,OUT046,1997,Small,Tier 1,Supermarket Type1,2966.139,train,0.9990697486265081,Low Sales,16
FDF59,12.5,Low Fat,0.071354774,Starchy Foods,125.702,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.04,train,0.8732632573324289,High Sales,14
FDD11,12.85,Low Fat,0.026379497666666668,Starchy Foods,254.704,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.04,train,0.8181818181818182,High Sales,9
FDY40,15.5,Regular,0.086320509,Frozen Foods,48.1692,OUT017,2007,Small,Tier 2,Supermarket Type1,985.384,train,0.8888414402204878,Medium Sales,6
FDA13,12.6,Low Fat,0.137539574,Canned,38.8506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,train,1.5315371961623423,High Sales,28
NCX42,12.6,Non-Consumable,0.010467749,Household,162.9526,OUT019,1985,Small,Tier 1,Grocery Store,822.263,train,1.6148105981025676,High Sales,28
FDJ46,11.1,Low Fat,0.044814962,Snack Foods,174.4054,OUT035,2004,Small,Tier 2,Supermarket Type1,4027.4242,train,1.0148949624135104,High Sales,9
FDH05,14.35,Regular,0.090913642,Frozen Foods,231.2984,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.7776,train,0.9296326001092704,Medium Sales,16
NCP50,17.35,Non-Consumable,0.020559846,Others,78.7618,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,train,0.9252652663925917,Low Sales,16
FDF28,12.6,Regular,0.037681359,Frozen Foods,125.1046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3859.6426,train,0.8704928689395803,Medium Sales,28
FDN60,15.1,Low Fat,0.095545715,Baking Goods,157.3604,OUT018,2009,Medium,Tier 3,Supermarket Type2,4436.8912,train,0.9260469344757353,Low Sales,4
FDD29,12.15,Low Fat,0.018395194,Frozen Foods,251.6698,OUT013,1987,High,Tier 3,Supermarket Type1,6088.0752,train,0.9288589936337628,Medium Sales,26
FDG58,10.695,Regular,0.087272074,Snack Foods,153.7972,OUT017,2007,Small,Tier 2,Supermarket Type1,2025.3636,train,0.9383236981166148,High Sales,6
FDV15,12.6,Low Fat,0.145464606,Meat,105.7648,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.62,train,0.917823685797463,Medium Sales,28
FDV04,7.825,Regular,0.149890395,Frozen Foods,159.0288,OUT013,1987,High,Tier 3,Supermarket Type1,1257.0304,train,0.9288589857873155,Medium Sales,26
DRJ23,18.35,Low Fat,0.041634206,Hard Drinks,188.1872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744,train,0.9317498121813217,Medium Sales,26
FDA11,12.6,Low Fat,0.043029436,Baking Goods,94.7436,OUT027,1985,Medium,Tier 3,Supermarket Type3,1701.7848,train,0.9089743111023681,Low Sales,28
FDX16,17.85,Low Fat,0.06594351,Frozen Foods,149.105,OUT045,2002,Small,Tier 2,Supermarket Type1,4643.955,train,0.9353771703721835,Medium Sales,11
NCA41,16.75,Non-Consumable,0.032637373,Health and Hygiene,191.6162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3463.4916,train,1.0006230445211652,Low Sales,14
FDP36,10.395,Regular,0.091096531,Baking Goods,52.3008,OUT013,1987,High,Tier 3,Supermarket Type1,2226.4352,train,1.1611206610547016,Low Sales,26
FDK16,9.065,Low Fat,0.115307979,Frozen Foods,97.0094,OUT035,2004,Small,Tier 2,Supermarket Type1,856.8846,train,0.924824205329811,Medium Sales,9
FDD34,7.945,Low Fat,0.015873285,Snack Foods,161.321,OUT035,2004,Small,Tier 2,Supermarket Type1,2773.057,train,0.9988808258260837,High Sales,9
FDI56,7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,OUT010,1998,Small,Tier 3,Grocery Store,91.2146,train,1.4641166676268647,High Sales,15
NCO18,13.15,Non-Consumable,0.024790707,Household,177.5686,OUT017,2007,Small,Tier 2,Supermarket Type1,3910.9092,train,0.8796766280290165,High Sales,6
FDB46,10.5,Regular,0.093746136,Snack Foods,211.9244,OUT035,2004,Small,Tier 2,Supermarket Type1,4869.6612,train,0.9988808304311907,High Sales,9
FDN38,6.615,Regular,0.092158377,Canned,251.1408,OUT045,2002,Small,Tier 2,Supermarket Type1,3254.4304,train,0.8765027645855786,High Sales,11
FDW47,15,Low Fat,0.046469277,Breads,123.8414,OUT045,2002,Small,Tier 2,Supermarket Type1,1340.2554,train,0.8765027658704273,High Sales,11
FDQ08,12.6,Regular,0.033144603,Fruits and Vegetables,62.7536,OUT019,1985,Small,Tier 1,Grocery Store,61.2536,train,1.531537198432116,High Sales,28
FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,128.4968,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,train,1.0113668474488133,High Sales,9
DRH23,14.65,Low Fat,0.170663661,Hard Drinks,56.4614,OUT045,2002,Small,Tier 2,Supermarket Type1,1436.7964,train,0.8733323620904725,Medium Sales,11
FDX01,10.1,Low Fat,0.024213342,Canned,116.715,OUT045,2002,Small,Tier 2,Supermarket Type1,1281.665,train,0.931517919319369,High Sales,11
FDB05,12.6,Low Fat,0.08279545,Frozen Foods,245.8776,OUT027,1985,Medium,Tier 3,Supermarket Type3,4705.8744,train,0.9178236888622898,Medium Sales,28
FDR08,18.7,Low Fat,0.037622954,Fruits and Vegetables,110.7886,OUT046,1997,Small,Tier 1,Supermarket Type1,1334.2632,train,0.916487911165087,High Sales,16
FDZ36,6.035,Regular,0.066155883,Baking Goods,184.424,OUT017,2007,Small,Tier 2,Supermarket Type1,4660.6,train,0.8759574922102348,Low Sales,6
FDI05,8.35,Regular,0.126869718,Frozen Foods,74.4354,OUT046,1997,Small,Tier 1,Supermarket Type1,1128.531,train,0.922289919906911,Medium Sales,16
FDF24,15.5,Regular,0.025409912,Baking Goods,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1883.5482,train,0.9310779354871049,Low Sales,14
FDZ48,17.75,Low Fat,0.076389281,Baking Goods,111.1544,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544,train,0.876348215926915,Low Sales,6
DRL37,12.6,Low Fat,0.053113721,Soft Drinks,44.377,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,train,0.9291330814808119,Low Sales,28
FDM10,18.25,Low Fat,0.07595723,Snack Foods,214.1218,OUT035,2004,Small,Tier 2,Supermarket Type1,1282.3308,train,0.998748110032913,High Sales,9
FDP11,12.6,Low Fat,0.120986139,Breads,216.1166,OUT019,1985,Small,Tier 1,Grocery Store,435.4332,train,1.5315372010694215,High Sales,28
FDQ04,6.4,Low Fat,0.084885375,Frozen Foods,39.2796,OUT049,1999,Medium,Tier 1,Supermarket Type1,701.7532,train,0.8729594661467381,Medium Sales,14
FDR49,8.71,Low Fat,0.139795569,Canned,47.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,910.8144,train,0.9367570456402842,High Sales,4
FDD35,12.6,Low Fat,0.02573918,Starchy Foods,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,3954.852,train,1.0098517302341274,High Sales,28
FDH41,12.6,Low Fat,0.143591586,Frozen Foods,213.5534,OUT019,1985,Small,Tier 1,Grocery Store,430.1068,train,1.5259974674322443,Medium Sales,28
FDO34,17.7,Low Fat,0.029999653,Snack Foods,169.7816,OUT045,2002,Small,Tier 2,Supermarket Type1,2013.3792,train,0.9315179225966101,High Sales,11
FDL45,15.6,Low Fat,0.037901015,Snack Foods,124.1704,OUT017,2007,Small,Tier 2,Supermarket Type1,1877.556,train,0.8796766148410287,High Sales,6
NCC19,6.57,Non-Consumable,0.096799953,Household,192.382,OUT013,1987,High,Tier 3,Supermarket Type1,4247.804,train,0.9982383507964201,High Sales,26
FDY10,12.6,Low Fat,0.048830264,Snack Foods,113.1176,OUT027,1985,Medium,Tier 3,Supermarket Type3,2404.8696,train,0.9178236900861543,High Sales,28
NCV29,11.8,Non-Consumable,0.022879017,Health and Hygiene,176.0686,OUT049,1999,Medium,Tier 1,Supermarket Type1,533.3058,train,0.8727739641732197,Low Sales,14
FDC22,6.89,Regular,0.136314863,Snack Foods,195.082,OUT013,1987,High,Tier 3,Supermarket Type1,2703.148,train,0.8708395125732296,High Sales,26
NCP42,8.51,Non-Consumable,0.016143389,Household,194.2478,OUT045,2002,Small,Tier 2,Supermarket Type1,2324.9736,train,0.9241603457514341,High Sales,11
NCX17,21.25,Non-Consumable,0.114246019,Health and Hygiene,231.23,OUT017,2007,Small,Tier 2,Supermarket Type1,3029.39,train,1.0047208928810605,Low Sales,6
NCO26,7.235,Non-Consumable,0.076975118,Household,116.6492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2664.5316,train,0.9310779355677745,High Sales,14
FDU45,12.6,Regular,0.06216667,Snack Foods,112.3518,OUT019,1985,Small,Tier 1,Grocery Store,683.1108,train,1.5315371853792483,High Sales,28
FDR34,17,Regular,0.01599013,Snack Foods,228.8352,OUT049,1999,Medium,Tier 1,Supermarket Type1,4351.6688,train,0.9237238133312039,High Sales,14
FDV35,19.5,Low Fat,0.128728258,Breads,155.3314,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.8908,train,0.926046932036903,High Sales,4
FDS55,12.6,Low Fat,0.080771137,Fruits and Vegetables,146.4734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4157.2552,train,0.8675537219204511,High Sales,28
FDS28,8.18,Regular,0.082568705,Frozen Foods,56.1588,OUT045,2002,Small,Tier 2,Supermarket Type1,458.0704,train,0.9241603491369969,Medium Sales,11
FDK15,10.8,Low Fat,0.098395216,Meat,100.8042,OUT035,2004,Small,Tier 2,Supermarket Type1,1488.063,train,0.8745633907734558,Medium Sales,9
NCP17,19.35,Non-Consumable,0.027714371,Health and Hygiene,65.6168,OUT046,1997,Small,Tier 1,Supermarket Type1,830.9184,train,1.0508014631685811,Low Sales,16
NCE42,21.1,Non-Consumable,0.010221988222222223,Household,233.2958,OUT018,2009,Medium,Tier 3,Supermarket Type2,2103.2622,train,0.9000000000000001,High Sales,4
FDA14,16.1,Low Fat,0.06528457,Dairy,145.076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1904.188,train,0.9267038012820739,High Sales,14
FDF57,12.6,Regular,0.102999154,Fruits and Vegetables,169.9448,OUT019,1985,Small,Tier 1,Grocery Store,170.4448,train,1.6192315912671418,High Sales,28
NCV54,12.6,Non-Consumable,0.057969482,Household,119.3124,OUT019,1985,Small,Tier 1,Grocery Store,474.0496,train,1.5257700342361273,High Sales,28
FDR10,17.6,Low Fat,0.016804724,Snack Foods,163.4552,OUT010,1998,Small,Tier 3,Grocery Store,649.8208,train,1.5560143821732855,High Sales,15
FDT58,9,Low Fat,0.086440911,Snack Foods,167.0816,OUT017,2007,Small,Tier 2,Supermarket Type1,1342.2528,train,0.9348909815354896,High Sales,6
FDC34,12.6,Regular,0.302478871,Snack Foods,155.4972,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,train,1.6148105873591847,High Sales,28
FDU44,12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,OUT018,2009,Medium,Tier 3,Supermarket Type2,3249.104,train,0.9260469290886248,High Sales,4
FDY08,9.395,Regular,0.286344848,Fruits and Vegetables,139.1838,OUT010,1998,Small,Tier 3,Grocery Store,280.9676,train,1.4641166682941313,High Sales,15
FDK20,12.6,Regular,0.072762086,Fruits and Vegetables,120.9072,OUT019,1985,Small,Tier 1,Grocery Store,122.5072,train,1.6607230446419152,High Sales,28
FDV50,14.3,Low Fat,0.123264522,Dairy,123.273,OUT017,2007,Small,Tier 2,Supermarket Type1,1108.557,train,1.0172799053921173,High Sales,6
FDO25,6.3,Low Fat,0.127647181,Canned,207.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,2097.27,train,0.9310779372917232,High Sales,14
FDR14,12.6,Low Fat,0.173206192,Dairy,53.3298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,train,0.8704928801756314,High Sales,28
FDP27,8.155,Low Fat,0.119937231,Meat,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2087.283,train,0.878292070511179,Medium Sales,4
FDB27,7.575,Low Fat,0.055379648,Dairy,198.1768,OUT035,2004,Small,Tier 2,Supermarket Type1,5321.0736,train,0.9294568256485676,High Sales,9
FDW26,11.8,Regular,0.107223632,Dairy,223.5772,OUT049,1999,Medium,Tier 1,Supermarket Type1,2668.5264,train,0.8760887644704501,High Sales,14
NCQ50,18.75,Non-Consumable,0.030051684625,Household,213.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,3419.5488,train,0.8888888888888888,High Sales,9
NCL55,12.15,Non-Consumable,0.06464846,Others,253.404,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.076,train,0.9491384420193019,Low Sales,9
FDG28,9.285,Regular,0.049280292,Frozen Foods,245.6144,OUT046,1997,Small,Tier 1,Supermarket Type1,3920.2304,train,1.0115581178100759,Medium Sales,16
FDO31,12.6,Regular,0.028842332,Fruits and Vegetables,81.496,OUT027,1985,Medium,Tier 3,Supermarket Type3,1997.4,train,0.8704928737176623,High Sales,28
FDP27,12.6,Low Fat,0.118872194,Meat,188.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,5313.084,train,0.870492878016056,Medium Sales,28
FDR01,5.405,Regular,0.053924587,Canned,198.2742,OUT017,2007,Small,Tier 2,Supermarket Type1,4379.6324,train,0.9275067622894078,High Sales,6
FDI08,18.2,Regular,0.066297055,Fruits and Vegetables,247.1092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828,train,0.9990697501503766,High Sales,16
DRE03,19.6,Low Fat,0.024264569,Dairy,46.5718,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,train,0.9310779541676394,High Sales,14
FDV26,20.25,Regular,0.076470697,Dairy,196.1794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2731.1116,train,0.9287671738349635,High Sales,4
DRM49,6.11,Regular,0.151827552,Soft Drinks,43.0086,OUT013,1987,High,Tier 3,Supermarket Type1,490.6946,train,1.0141736690714738,Low Sales,26
FDI15,13.8,Low Fat,0.141325834,Dairy,265.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,8479.6288,train,0.8714000024528911,High Sales,9
FDM15,11.8,Regular,0.057538034,Meat,149.8366,OUT045,2002,Small,Tier 2,Supermarket Type1,1662.5026,train,0.9268750358075226,Medium Sales,11
FDH47,13.5,Regular,0.128791854,Starchy Foods,95.4068,OUT035,2004,Small,Tier 2,Supermarket Type1,1944.136,train,0.9334778013393743,High Sales,9
NCT54,8.695,Non-Consumable,0.119436131,Household,94.7094,OUT013,1987,High,Tier 3,Supermarket Type1,1047.3034,train,1.0107163302085154,High Sales,26
DRN11,7.85,Low Fat,0.163310805,Hard Drinks,143.5444,OUT045,2002,Small,Tier 2,Supermarket Type1,3628.61,train,1.0015450896969722,Medium Sales,11
FDU10,10.1,Regular,0.045878153,Snack Foods,38.5848,OUT018,2009,Medium,Tier 3,Supermarket Type2,484.7024,train,1.0031395426532117,High Sales,4
FDU50,5.75,Regular,0.075322658,Dairy,116.3176,OUT045,2002,Small,Tier 2,Supermarket Type1,2519.3872,train,1.0174426248970485,High Sales,11
FDS26,20.35,Low Fat,0.149753132,Dairy,259.7594,OUT010,1998,Small,Tier 3,Grocery Store,784.9782,train,1.5560143941719233,High Sales,15
FDC14,14.5,Regular,0.043014702599999996,Canned,41.0454,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.2902,train,0.9090909090909091,High Sales,4
FDB17,12.6,Low Fat,0.036494521,Frozen Foods,179.0976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5976.2208,train,0.8704928852176392,Medium Sales,28
DRD25,6.135,Low Fat,0.132183029,Soft Drinks,115.086,OUT010,1998,Small,Tier 3,Grocery Store,452.744,train,1.4586033895174007,Low Sales,15
DRI39,12.6,Low Fat,0.096592065,Dairy,54.893,OUT027,1985,Medium,Tier 3,Supermarket Type3,3112.615,train,0.925130816145194,High Sales,28
NCQ06,13,Non-Consumable,0.04188955,Household,255.9014,OUT049,1999,Medium,Tier 1,Supermarket Type1,3315.0182,train,0.923723838079108,High Sales,14
FDX11,16,Regular,0.106663245,Baking Goods,179.7634,OUT013,1987,High,Tier 3,Supermarket Type1,4180.5582,train,0.9982383526586566,Low Sales,26
NCT29,12.6,Non-Consumable,0.112249603,Health and Hygiene,123.3414,OUT019,1985,Small,Tier 1,Grocery Store,243.6828,train,1.600309133771023,Low Sales,28
FDS07,12.35,Low Fat,0.100322104,Fruits and Vegetables,113.7518,OUT017,2007,Small,Tier 2,Supermarket Type1,2049.3324,train,1.0205056881445966,High Sales,6
NCQ05,11.395,Non-Consumable,0.021602001,Health and Hygiene,149.1708,OUT035,2004,Small,Tier 2,Supermarket Type1,2708.4744,train,0.9120886660596209,Low Sales,9
FDC35,7.435,Low Fat,0.123338082,Starchy Foods,206.1638,OUT018,2009,Medium,Tier 3,Supermarket Type2,1656.5104,train,0.8782920631866465,High Sales,4
FDU47,12.8,Regular,0.114085368,Breads,141.3838,OUT045,2002,Small,Tier 2,Supermarket Type1,2388.2246,train,0.927751778069904,High Sales,11
FDE22,9.695,Low Fat,0.049498821,Snack Foods,158.792,OUT010,1998,Small,Tier 3,Grocery Store,319.584,train,1.4641166672152057,High Sales,15
FDA03,18.5,Regular,0.045425939,Dairy,144.9102,OUT013,1987,High,Tier 3,Supermarket Type1,1895.5326,train,0.9322492420013949,High Sales,26
FDY26,20.6,Regular,0.051068365,Dairy,213.02440000000001,OUT010,1998,Small,Tier 3,Grocery Store,423.4488,train,1.5560143911242257,High Sales,15
FDZ26,11.6,Regular,0.144241314,Dairy,239.4222,OUT049,1999,Medium,Tier 1,Supermarket Type1,3346.3108,train,0.8760887615528393,High Sales,14
FDQ24,15.7,Low Fat,0.073605395,Baking Goods,249.6724,OUT013,1987,High,Tier 3,Supermarket Type1,6543.4824,train,0.924229352096038,Low Sales,26
FDT14,10.695,Regular,0.12770295,Dairy,120.444,OUT035,2004,Small,Tier 2,Supermarket Type1,2516.724,train,0.8745633881669604,High Sales,9
FDX04,19.6,Regular,0.041655865,Frozen Foods,48.5376,OUT045,2002,Small,Tier 2,Supermarket Type1,335.5632,train,0.9241603420431788,Medium Sales,11
FDC48,9.195,Low Fat,0.015859294,Baking Goods,84.5592,OUT046,1997,Small,Tier 1,Supermarket Type1,2559.3352,train,0.9222899132427341,Low Sales,16
FDC56,7.72,Low Fat,0.121497742,Fruits and Vegetables,119.744,OUT035,2004,Small,Tier 2,Supermarket Type1,3355.632,train,0.9294568195219269,High Sales,9
FDU19,8.77,Regular,0.046844194,Fruits and Vegetables,174.2422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1379.5376,train,1.0162501830016866,High Sales,14
FDT55,13.6,Regular,0.04247532688888889,Fruits and Vegetables,156.4946,OUT049,1999,Medium,Tier 1,Supermarket Type1,2998.0974,train,0.9,High Sales,14
FDA45,21.25,Low Fat,0.155250377,Snack Foods,175.737,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,train,1.0147677756084699,High Sales,26
FDR51,9.035,Regular,0.174450933,Meat,151.0708,OUT017,2007,Small,Tier 2,Supermarket Type1,2708.4744,train,1.0254579781047355,Medium Sales,6
FDF56,16.7,Regular,0.199955274,Fruits and Vegetables,182.3976,OUT010,1998,Small,Tier 3,Grocery Store,724.3904,train,1.4641166672461836,High Sales,15
FDK45,11.65,Low Fat,0.033830011,Seafood,111.686,OUT013,1987,High,Tier 3,Supermarket Type1,1584.604,train,0.9215224090042544,High Sales,26
DRN37,9.6,Low Fat,0.096217262,Soft Drinks,168.5158,OUT013,1987,High,Tier 3,Supermarket Type1,3342.316,train,0.8824635091120356,Low Sales,26
NCN26,10.85,Non-Consumable,0.028674471,Household,115.1808,OUT035,2004,Small,Tier 2,Supermarket Type1,3866.9664,train,0.9577627003207896,High Sales,9
FDA19,7.52,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1,642.497,train,0.9347150109581929,High Sales,14
NCR06,12.5,Non-Consumable,0.00676387,Household,40.8112,OUT035,2004,Small,Tier 2,Supermarket Type1,553.9456,train,0.9988808524084932,High Sales,9
FDJ48,11.3,Low Fat,0.094460314,Baking Goods,245.3118,OUT010,1998,Small,Tier 3,Grocery Store,247.0118,train,1.562092650614377,Low Sales,15
NCA05,20.75,Non-Consumable,0.025130632,Health and Hygiene,150.0734,OUT046,1997,Small,Tier 1,Supermarket Type1,2524.0478,train,0.9247470596260753,Low Sales,16
FDP04,15.35,Low Fat,0.013812772,Frozen Foods,64.7168,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688,train,0.9222899383723253,Medium Sales,16
FDA47,10.5,Regular,0.116673795,Baking Goods,161.721,OUT046,1997,Small,Tier 1,Supermarket Type1,3588.662,train,0.9250491140235908,Low Sales,16
FDI09,20.75,Regular,0.11325803599999999,Seafood,239.988,OUT045,2002,Small,Tier 2,Supermarket Type1,2636.568,train,0.8888888888888888,High Sales,11
FDU24,12.6,Regular,0.245407386,Baking Goods,92.812,OUT019,1985,Small,Tier 1,Grocery Store,93.212,train,1.6619548869786127,Low Sales,28
FDI36,12.5,Regular,0.062597392,Baking Goods,196.9426,OUT018,2009,Medium,Tier 3,Supermarket Type2,5339.0502,train,0.9374576544987825,Low Sales,4
FDC11,20.5,Low Fat,0.141674844,Starchy Foods,90.7172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,train,0.9982383469409836,High Sales,26
FDY38,13.6,Regular,0.119361718,Dairy,231.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,2563.33,train,0.9237238288142121,High Sales,14
FDF56,12.6,Regular,0.118883724,Fruits and Vegetables,180.3976,OUT027,1985,Medium,Tier 3,Supermarket Type3,7425.0016,train,0.8704928771856008,High Sales,28
FDB44,12.6,Low Fat,0.016876708,Fruits and Vegetables,210.0586,OUT027,1985,Medium,Tier 3,Supermarket Type3,6964.9338,train,0.9291330928290936,High Sales,28
FDI15,13.8,Low Fat,0.141352562,Dairy,264.1884,OUT046,1997,Small,Tier 1,Supermarket Type1,3179.8608,train,0.8715648044470229,High Sales,16
FDY59,8.195,Low Fat,0.031397503,Baking Goods,91.3462,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.193,train,0.9333075194600681,Low Sales,9
FDX34,6.195,Low Fat,0.072278769,Snack Foods,120.6098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1807.647,train,1.0031395381181978,High Sales,4
FDC52,12.6,Regular,0.014497036,Dairy,150.8708,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,train,1.6192315677949536,High Sales,28
NCW29,14,Non-Consumable,0.028838938,Health and Hygiene,129.331,OUT013,1987,High,Tier 3,Supermarket Type1,259.662,train,0.874000857340345,Low Sales,26
FDS40,12.6,Low Fat,0.013951504,Frozen Foods,36.719,OUT027,1985,Medium,Tier 3,Supermarket Type3,622.523,train,0.8672149531015366,Medium Sales,28
FDI40,11.5,Regular,0.126114605,Frozen Foods,99.3358,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.2864,train,0.9260469369184307,Medium Sales,4
FDN48,13.35,Low Fat,0.064938448,Baking Goods,90.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.9668,train,0.87456338443421755,Low Sales,9
FDN46,7.21,Regular,0.144511119,Snack Foods,100.5332,OUT013,1987,High,Tier 3,Supermarket Type1,2460.7968,train,0.9328773800747736,High Sales,26
FDB41,19,Regular,0.097294728,Frozen Foods,47.7718,OUT035,2004,Small,Tier 2,Supermarket Type1,1039.9796,train,0.8745633927022697,Medium Sales,9
FDT55,13.6,Regular,0.043646901,Fruits and Vegetables,155.7946,OUT035,2004,Small,Tier 2,Supermarket Type1,3471.4812,train,0.9248242162504894,High Sales,9
FDI22,12.6,Low Fat,0.095746519,Snack Foods,208.6612,OUT027,1985,Medium,Tier 3,Supermarket Type3,7317.142,train,0.8704928757568534,High Sales,28
FDY16,18.35,Regular,0.092413792,Frozen Foods,183.6266,OUT045,2002,Small,Tier 2,Supermarket Type1,1844.266,train,0.9519373664204152,Medium Sales,11
FDN33,6.305,Regular,0.123307177,Snack Foods,93.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,283.6308,train,1.0006230412738204,High Sales,14
FDT57,15.2,Low Fat,0.019031184,Snack Foods,235.5248,OUT035,2004,Small,Tier 2,Supermarket Type1,4740.496,train,0.9294568251349211,High Sales,9
FDZ31,12.6,Regular,0.112668963,Fruits and Vegetables,191.0504,OUT027,1985,Medium,Tier 3,Supermarket Type3,5752.512,train,1.010103066143864,High Sales,28
DRM48,15.2,Low Fat,0.113072194,Soft Drinks,35.8848,OUT049,1999,Medium,Tier 1,Supermarket Type1,596.5568,train,0.9310779386364617,Low Sales,14
NCL19,15.35,Non-Consumable,0.015708023,Others,143.447,OUT045,2002,Small,Tier 2,Supermarket Type1,2576.646,train,0.9334953160464317,Low Sales,11
FDG50,7.405,Low Fat,0.015259084,Canned,91.0146,OUT013,1987,High,Tier 3,Supermarket Type1,729.7168,train,0.8619870222053315,High Sales,26
DRH25,18.7,Low Fat,0.014622625,Soft Drinks,52.0324,OUT045,2002,Small,Tier 2,Supermarket Type1,1090.5804,train,0.9349178873597374,Low Sales,11
FDB37,12.6,Regular,0.022829734,Baking Goods,241.0538,OUT027,1985,Medium,Tier 3,Supermarket Type3,4566.7222,train,1.0104663729129129,Low Sales,28
FDW59,13.15,Low Fat,0.020833091,Breads,86.5566,OUT017,2007,Small,Tier 2,Supermarket Type1,1860.2452,train,0.9295522064405282,High Sales,6
NCR30,20.6,Non-Consumable,0.071103348,Household,75.4696,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.8224,train,0.8727897641832657,High Sales,14
FDY22,16.5,Regular,0.159720671,Snack Foods,144.5128,OUT046,1997,Small,Tier 1,Supermarket Type1,3595.32,train,0.871564806125203,High Sales,16
FDB45,12.6,Low Fat,0.037345714,Fruits and Vegetables,106.5306,OUT019,1985,Small,Tier 1,Grocery Store,104.5306,train,1.6148106008303715,High Sales,28
FDC08,12.6,Regular,0.102949031,Fruits and Vegetables,225.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,4753.812,train,0.9285074647421638,High Sales,28
NCK53,11.6,Non-Consumable,0.062903297,Health and Hygiene,100.4042,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,train,1.4579266333447611,Low Sales,15
FDM27,12.35,Regular,0.158715731,Meat,157.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1577.946,train,0.9262727891041276,Medium Sales,14
FDG17,6.865,Regular,0.03598621,Frozen Foods,244.1486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2687.8346,train,0.9260469316007104,Medium Sales,4
NCT17,10.8,Non-Consumable,0.042102658,Health and Hygiene,189.7214,OUT017,2007,Small,Tier 2,Supermarket Type1,1695.7926,train,1.0047208877831026,Low Sales,6
FDZ14,7.71,Regular,0.047857877,Dairy,119.7756,OUT017,2007,Small,Tier 2,Supermarket Type1,3029.39,train,0.9275067646568181,High Sales,6
FDJ28,12.3,Low Fat,0.036590807,Frozen Foods,193.3162,OUT010,1998,Small,Tier 3,Grocery Store,192.4162,train,1.5608570727370243,Medium Sales,15
FDV21,11.5,Low Fat,0.171779865,Snack Foods,126.0704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1627.2152,train,0.8749847715193727,High Sales,4
