Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDG21,12.6,Regular,0.145591438,148.705,OUT027,Medium,Tier 3,Supermarket Type3,1797.66,0.9130445252364104,High Sales,28
FDF26,6.825,Regular,0.046824729,155.1998,OUT018,Medium,Tier 3,Supermarket Type2,2460.7968,0.9334195268592462,High Sales,4
FDC39,7.405,Low Fat,0.159062948,208.9296,OUT013,High,Tier 3,Supermarket Type1,2700.4848,1.0657367761905494,High Sales,26
FDQ24,15.7,Low Fat,0.073966786,250.5724,OUT018,Medium,Tier 3,Supermarket Type2,4026.7584,0.9287671739470496,Low Sales,4
FDC41,15.6,Low Fat,0.117574554,75.667,OUT017,Small,Tier 2,Supermarket Type1,1301.639,0.879676615239523,Medium Sales,6
NCO14,9.6,Non-Consumable,0.049617765,44.2086,OUT010,Small,Tier 3,Grocery Store,44.6086,1.4641166684080762,High Sales,15
FDE05,12.6,Regular,0.032296886,144.0102,OUT027,Medium,Tier 3,Supermarket Type3,5394.9774,0.9287446547478572,Medium Sales,28
FDW52,12.6,Regular,0.037340835,163.1526,OUT027,Medium,Tier 3,Supermarket Type3,3946.8624,0.9942317079202139,Medium Sales,28
FDL36,12.6,Low Fat,0.075707087,88.183,OUT027,Medium,Tier 3,Supermarket Type3,1438.128,0.870492884170667,Low Sales,28
FDS04,10.195,Regular,0.146635206,139.0838,OUT035,Small,Tier 2,Supermarket Type1,3652.5788,0.9333075245676377,Medium Sales,9
NCC18,19.1,Non-Consumable,0.177545624,172.4422,OUT049,Medium,Tier 1,Supermarket Type1,3621.2862,0.8727201445883029,High Sales,14
FDN01,8.895,Low Fat,0.072693696,175.937,OUT018,Medium,Tier 3,Supermarket Type2,529.311,0.8870875932984557,Medium Sales,4
FDY02,8.945,Regular,0.146701312,262.291,OUT010,Small,Tier 3,Grocery Store,1314.955,1.4593946858492413,High Sales,15
FDV15,10.3,Low Fat,0.146999264,103.7648,OUT017,Small,Tier 2,Supermarket Type1,2804.3496,0.9275067661063496,Medium Sales,6
FDC34,16,Regular,0.173109453,155.2972,OUT045,Small,Tier 2,Supermarket Type1,3894.93,0.924160344000878,High Sales,11
FDX10,6.385,Regular,0.124410284,34.3874,OUT017,Small,Tier 2,Supermarket Type1,388.1614,0.9302312906390533,High Sales,6
NCF19,13,Non-Consumable,0.035079516,47.9034,OUT013,High,Tier 3,Supermarket Type1,583.2408,0.8740008709234882,High Sales,26
FDE17,20.1,Regular,0.054763518,150.9366,OUT017,Small,Tier 2,Supermarket Type1,3476.1418,0.936875524514372,Medium Sales,6
FDJ08,11.1,Low Fat,0.111122936,189.2846,OUT018,Medium,Tier 3,Supermarket Type2,3630.6074,0.9260469387390468,High Sales,4
NCN53,5.175,Non-Consumable,0.030330202,35.4874,OUT013,High,Tier 3,Supermarket Type1,388.1614,0.8740008735224672,Low Sales,26
FDC16,11.5,Regular,0.018017736875000002,88.254,OUT046,Small,Tier 1,Supermarket Type1,1298.31,0.888888888888889,High Sales,16
FDO15,16.75,Regular,0.008601441,73.7038,OUT018,Medium,Tier 3,Supermarket Type2,1404.1722,0.8782920555189354,Medium Sales,4
FDQ23,12.6,Low Fat,0.024407061,102.3332,OUT027,Medium,Tier 3,Supermarket Type3,1948.1308,0.9178236990944023,High Sales,28
DRF37,17.25,Low Fat,0.084262458,261.591,OUT013,High,Tier 3,Supermarket Type1,3418.883,1.0502593066113297,Low Sales,26
FDN40,5.88,Low Fat,0.08644044,155.3998,OUT035,Small,Tier 2,Supermarket Type1,2153.1972,1.0146012494939614,Medium Sales,9
FDN24,12.6,Low Fat,0.112718928,54.2956,OUT027,Medium,Tier 3,Supermarket Type3,1310.2944,0.9178236891640549,Low Sales,28
FDF16,7.3,Low Fat,0.086619573,147.6076,OUT017,Small,Tier 2,Supermarket Type1,3251.7672,0.8796766184753736,Medium Sales,6
FDH27,7.075,Low Fat,0.058437653,143.0128,OUT049,Medium,Tier 1,Supermarket Type1,1150.5024,0.8760887642851268,High Sales,14
FDY52,6.365,Low Fat,0.0069269705,59.7536,OUT017,Small,Tier 2,Supermarket Type1,980.0576,0.8333333333333333,Medium Sales,6
NCH55,12.6,Non-Consumable,0.034504414,125.202,OUT027,Medium,Tier 3,Supermarket Type3,2783.044,0.8676854290592864,High Sales,28
NCH18,9.3,Non-Consumable,0.044652785,247.0802,OUT035,Small,Tier 2,Supermarket Type1,1228.401,0.8745633877509663,High Sales,9
DRC01,5.92,Regular,0.019184026,50.3692,OUT013,High,Tier 3,Supermarket Type1,591.2304,0.9288589959459742,Low Sales,26
NCO14,9.6,Non-Consumable,0.029638267,42.6086,OUT035,Small,Tier 2,Supermarket Type1,133.8258,0.8745633894922318,High Sales,9
DRG39,14.15,Low Fat,0.042180995,52.0982,OUT046,Small,Tier 1,Supermarket Type1,578.5802,0.9990697507464742,High Sales,16
DRK13,11.8,Low Fat,0.11507174,198.2084,OUT013,High,Tier 3,Supermarket Type1,3769.7596,0.8740008672779905,Low Sales,26
FDD41,6.765,Regular,0.087437069,106.1306,OUT045,Small,Tier 2,Supermarket Type1,1672.4896,1.0010958855324463,Medium Sales,11
FDQ19,12.6,Regular,0.014295564,242.6512,OUT027,Medium,Tier 3,Supermarket Type3,12117.56,0.9344755587666865,High Sales,28
FDX58,13.15,Low Fat,0.073251428,181.695,OUT010,Small,Tier 3,Grocery Store,549.285,1.556014384982275,High Sales,15
FDK40,12.6,Low Fat,0.021743592,263.191,OUT027,Medium,Tier 3,Supermarket Type3,6574.775,1.0456169727135403,Medium Sales,28
FDI52,18.7,Low Fat,0.10527024,122.9072,OUT017,Small,Tier 2,Supermarket Type1,490.0288,1.0047208961362692,Medium Sales,6
FDT28,13.3,Low Fat,0.063513272,149.9708,OUT013,High,Tier 3,Supermarket Type1,2106.5912,0.9215224132436075,Medium Sales,26
FDH52,9.42,Regular,0.044151435,61.5194,OUT017,Small,Tier 2,Supermarket Type1,866.8716,0.8764947228374945,Medium Sales,6
FDZ38,17.6,Low Fat,0.008001018,170.4422,OUT046,Small,Tier 1,Supermarket Type1,2759.0752,0.9222898665650946,High Sales,16
FDF12,8.235,Low Fat,0.0828941,149.3076,OUT017,Small,Tier 2,Supermarket Type1,1921.4988,1.0047208971370831,Low Sales,6
NCE06,12.6,Non-Consumable,0.091042211,162.6894,OUT027,Medium,Tier 3,Supermarket Type3,2588.6304,0.8704928809777648,High Sales,28
FDO45,13.15,Regular,0.038011783,89.6856,OUT049,Medium,Tier 1,Supermarket Type1,703.0848,0.9310779333890588,High Sales,14
NCS18,12.65,Non-Consumable,0.042296724,106.3938,OUT045,Small,Tier 2,Supermarket Type1,3751.783,1.0010958795705065,High Sales,11
NCE54,20.7,Non-Consumable,0.02695441,73.2354,OUT045,Small,Tier 2,Supermarket Type1,1504.708,0.92714173737074,High Sales,11
FDB50,13,Low Fat,0.153930108,76.7986,OUT045,Small,Tier 2,Supermarket Type1,2648.5524,0.9241603429778052,High Sales,11
FDZ20,16.1,Low Fat,0.034376537,256.1356,OUT045,Small,Tier 2,Supermarket Type1,6358.39,0.8727970476684309,High Sales,11
FDB11,16,Low Fat,0.060971431,226.2404,OUT045,Small,Tier 2,Supermarket Type1,4725.8484,0.9315179231712989,High Sales,11
FDU22,12.35,Low Fat,0.09079985455555556,118.9124,OUT013,High,Tier 3,Supermarket Type1,3199.8348,0.9000000000000001,High Sales,26
FDY48,14,Low Fat,0.023831558,103.1332,OUT018,Medium,Tier 3,Supermarket Type2,1948.1308,0.9260469444840604,Low Sales,4
NCP30,20.5,Non-Consumable,0.032762495,40.0822,OUT035,Small,Tier 2,Supermarket Type1,1257.0304,0.9988808416911967,High Sales,9
FDD08,8.3,Low Fat,0.035347676,38.0506,OUT035,Small,Tier 2,Supermarket Type1,531.3084,0.8745633866555833,High Sales,9
NCG42,19.2,Non-Consumable,0.041291929,130.131,OUT049,Medium,Tier 1,Supermarket Type1,1038.648,0.9347150080744862,High Sales,14
NCT30,9.1,Non-Consumable,0.080747059,46.9718,OUT017,Small,Tier 2,Supermarket Type1,850.8924,0.8796766140003234,High Sales,6
FDT37,14.15,Low Fat,0.035240817,255.5014,OUT013,High,Tier 3,Supermarket Type1,5355.0294,0.8829609736709487,High Sales,26
FDU04,7.93,Low Fat,0.005557062,122.1414,OUT049,Medium,Tier 1,Supermarket Type1,2924.1936,0.9511027493668134,Medium Sales,14
NCH30,17.1,Non-Consumable,0.067154053,114.386,OUT046,Small,Tier 1,Supermarket Type1,1245.046,0.8717753236964786,High Sales,16
DRG37,16.2,Low Fat,0.019362306,154.6972,OUT013,High,Tier 3,Supermarket Type1,1713.7692,0.8703057412342523,Low Sales,26
FDS13,6.465,Low Fat,0.124506117,264.7884,OUT046,Small,Tier 1,Supermarket Type1,3709.8376,0.871775324879069,High Sales,16
FDQ47,7.155,Regular,0.168871496,34.3874,OUT018,Medium,Tier 3,Supermarket Type2,670.4606,0.8782920650075144,High Sales,4
FDY26,20.6,Regular,0.030504756,212.6244,OUT035,Small,Tier 2,Supermarket Type1,3599.3148,0.9294568043001391,High Sales,9
FDB14,20.25,Regular,0.103142373,94.612,OUT018,Medium,Tier 3,Supermarket Type2,652.484,0.9428480139117038,High Sales,4
FDV45,12.6,Low Fat,0.078872251,189.5556,OUT019,Small,Tier 1,Grocery Store,1126.5336,1.614810585039599,High Sales,28
FDR23,15.85,Low Fat,0.082120687,177.437,OUT018,Medium,Tier 3,Supermarket Type2,5645.984,0.8754594528978269,High Sales,4
NCS29,9,Non-Consumable,0.069487587,266.6884,OUT013,High,Tier 3,Supermarket Type1,3974.826,0.8740008693673719,Low Sales,26
FDK33,12.6,Low Fat,0.011180843,213.456,OUT027,Medium,Tier 3,Supermarket Type3,4261.12,0.8704928889324154,High Sales,28
FDW24,12.6,Low Fat,0.037315469,50.0034,OUT027,Medium,Tier 3,Supermarket Type3,1992.7394,0.870492883205344,Low Sales,28
FDR08,18.7,Low Fat,0.037835765,111.1886,OUT017,Small,Tier 2,Supermarket Type1,2334.9606,0.921671946125844,High Sales,6
FDB45,20.85,Low Fat,0.021312043,104.9306,OUT013,High,Tier 3,Supermarket Type1,2299.6732,0.9215224258867487,High Sales,26
FDW32,18.35,Regular,0.094218363,83.9882,OUT013,High,Tier 3,Supermarket Type1,1202.4348,0.8740008623445662,High Sales,26
FDN21,18.6,Low Fat,0.076841095,162.2236,OUT035,Small,Tier 2,Supermarket Type1,2900.2248,0.9314298148180516,High Sales,9
FDH56,9.8,Regular,0.063805139,117.3492,OUT035,Small,Tier 2,Supermarket Type1,810.9444,0.8745633927734371,High Sales,9
FDQ07,15.1,Regular,0.087542757,219.8456,OUT049,Medium,Tier 1,Supermarket Type1,6189.2768,0.9237238289202121,High Sales,14
FDU58,12.6,Regular,0.028871235,188.7898,OUT027,Medium,Tier 3,Supermarket Type3,2057.9878,0.9287446707597669,High Sales,28
FDK36,7.09,Low Fat,0.00720931,48.1034,OUT013,High,Tier 3,Supermarket Type1,1069.2748,0.9327072320886213,Low Sales,26
NCG18,12.6,Non-Consumable,0.02286663,102.8332,OUT027,Medium,Tier 3,Supermarket Type3,2768.3964,0.8671992222742642,High Sales,28
FDQ26,12.6,Regular,0.067543727,57.2562,OUT027,Medium,Tier 3,Supermarket Type3,2073.967,0.928694011968766,High Sales,28
DRL47,12.6,Low Fat,0.038549197,127.5362,OUT027,Medium,Tier 3,Supermarket Type3,1006.6896,0.92051976956253,Medium Sales,28
DRJ11,9.5,Low Fat,0.07255022477777778,188.9872,OUT017,Small,Tier 2,Supermarket Type1,1323.6104,0.8181818181818182,Medium Sales,6
FDB41,19,Regular,0.097709541,48.6718,OUT018,Medium,Tier 3,Supermarket Type2,614.5334,0.8782920661060024,Medium Sales,4
NCA06,20.5,Non-Consumable,0.143283608,37.919,OUT046,Small,Tier 1,Supermarket Type1,183.095,1.0153834025422608,High Sales,16
NCZ41,19.85,Non-Consumable,0.064551885,125.2704,OUT045,Small,Tier 2,Supermarket Type1,2127.8968,1.017442628328893,Low Sales,11
NCD54,21.1,Non-Consumable,0.029173031,145.7786,OUT017,Small,Tier 2,Supermarket Type1,1444.786,0.9275067700464972,High Sales,6
FDM34,12.6,Low Fat,0.067120954,132.9626,OUT027,Medium,Tier 3,Supermarket Type3,3279.065,0.8671992299086748,High Sales,28
FDL57,15.1,Regular,0.067020992,260.3304,OUT013,High,Tier 3,Supermarket Type1,5424.9384,0.9215224135261685,High Sales,26
NCD30,19.7,Non-Consumable,0.026826919,98.7726,OUT013,High,Tier 3,Supermarket Type1,1859.5794,0.931749793367723,High Sales,26
FDH17,16.2,Regular,0.01665334,97.3726,OUT046,Small,Tier 1,Supermarket Type1,2055.3246,0.9222899011616129,Medium Sales,16
FDD57,18.1,Low Fat,0.022395357,96.5094,OUT035,Small,Tier 2,Supermarket Type1,1332.9316,0.9294568334488048,High Sales,9
FDC58,10.195,Low Fat,0.042113173,42.5428,OUT018,Medium,Tier 3,Supermarket Type2,878.856,1.0691828992704067,High Sales,4
FDX47,6.55,Regular,0.034604343,157.8288,OUT046,Small,Tier 1,Supermarket Type1,2514.0608,0.874728787534758,High Sales,16
FDC50,15.85,Low Fat,0.136774734,94.4094,OUT045,Small,Tier 2,Supermarket Type1,1428.141,0.8731863799586158,High Sales,11
NCS53,12.6,Non-Consumable,0.089343433,157.3604,OUT027,Medium,Tier 3,Supermarket Type3,6021.4952,0.9178236915903619,Low Sales,28
FDY13,12.1,Low Fat,0.030250132,75.267,OUT018,Medium,Tier 3,Supermarket Type2,612.536,0.9260469260913761,High Sales,4
FDP44,16.5,Regular,0.079698503,100.6332,OUT035,Small,Tier 2,Supermarket Type1,1537.998,0.9294568231213592,High Sales,9
FDH60,12.6,Regular,0.141360118,197.311,OUT019,Small,Tier 1,Grocery Store,392.822,1.662567868551038,Low Sales,28
FDR02,16.7,Low Fat,0.036933417,109.1886,OUT010,Small,Tier 3,Grocery Store,222.3772,1.4641166553497842,High Sales,15
FDK48,12.6,Low Fat,0.037449987,76.7354,OUT027,Medium,Tier 3,Supermarket Type3,2783.7098,0.9539058840835946,Low Sales,28
FDO24,11.1,Low Fat,0.294948897,159.0604,OUT010,Small,Tier 3,Grocery Store,792.302,1.6070035751435083,Low Sales,15
FDE20,11.35,Regular,0.005525913,168.279,OUT013,High,Tier 3,Supermarket Type1,2376.906,0.9982382876204445,High Sales,26
FDM04,9.195,Regular,0.04712061,53.1666,OUT046,Small,Tier 1,Supermarket Type1,768.999,1.0115581140884975,Medium Sales,16
NCH07,12.6,Non-Consumable,0.162248011,160.4604,OUT019,Small,Tier 1,Grocery Store,316.9208,1.531537196921604,High Sales,28
DRP35,18.85,Low Fat,0.090867297,127.3336,OUT046,Small,Tier 1,Supermarket Type1,3962.8416,0.9222899134490377,Medium Sales,16
FDO11,8,Regular,0.030264897,250.3092,OUT046,Small,Tier 1,Supermarket Type1,6723.2484,0.8747287995502204,High Sales,16
NCM30,19.1,Non-Consumable,0.067295406,41.9796,OUT046,Small,Tier 1,Supermarket Type1,701.7532,0.9222899181995428,High Sales,16
DRF27,12.6,Low Fat,0.02827966,152.234,OUT027,Medium,Tier 3,Supermarket Type3,1071.938,0.9178236816142006,High Sales,28
NCR18,12.6,Non-Consumable,0.020388413,44.4112,OUT027,Medium,Tier 3,Supermarket Type3,767.0016,0.9942317209951569,High Sales,28
FDS48,12.6,Low Fat,0.027644732,149.4708,OUT027,Medium,Tier 3,Supermarket Type3,3159.8868,0.8795620281427707,Low Sales,28
FDO32,6.36,Low Fat,0.120731024,46.506,OUT049,Medium,Tier 1,Supermarket Type1,652.484,0.9310779324454015,High Sales,14
NCP05,19.6,Non-Consumable,0.025429614,151.7024,OUT017,Small,Tier 2,Supermarket Type1,2884.2456,1.0168074585008426,Low Sales,6
FDF44,12.6,Regular,0.059438787,130.9968,OUT027,Medium,Tier 3,Supermarket Type3,4828.3816,0.9251308103831208,High Sales,28
FDX56,17.1,Regular,0.074059474,209.0638,OUT046,Small,Tier 1,Supermarket Type1,3520.0846,0.9249991233134516,High Sales,16
FDE46,12.6,Low Fat,0.015693328,150.7366,OUT027,Medium,Tier 3,Supermarket Type3,906.8196,0.9178236838659609,High Sales,28
FDQ09,12.6,Low Fat,0.057850699,113.2834,OUT027,Medium,Tier 3,Supermarket Type3,4376.9692,0.9205695233940384,High Sales,28
NCB54,8.76,Non-Consumable,0.050011058,126.7336,OUT013,High,Tier 3,Supermarket Type1,639.168,0.9215224109359672,Low Sales,26
NCV18,6.775,Non-Consumable,0.105225964,84.225,OUT035,Small,Tier 2,Supermarket Type1,3162.55,0.9221155180256483,High Sales,9
NCG55,16.25,Non-Consumable,0.039207025,116.1176,OUT049,Medium,Tier 1,Supermarket Type1,2633.9048,1.017191948462862,High Sales,14
FDV14,19.85,Low Fat,0.044489064,89.4856,OUT035,Small,Tier 2,Supermarket Type1,1054.6272,0.9221155294792669,High Sales,9
FDT31,19.75,Low Fat,0.012437935,189.9872,OUT013,High,Tier 3,Supermarket Type1,3781.744,0.8740008420470835,High Sales,26
DRD12,6.96,Low Fat,0.077350112,91.4146,OUT045,Small,Tier 2,Supermarket Type1,638.5022,0.9272565844622958,Low Sales,11
FDZ40,8.935,Low Fat,0.040346436,53.7298,OUT018,Medium,Tier 3,Supermarket Type2,593.2278,0.8782920652269857,Medium Sales,4
DRI11,8.26,Low Fat,0.057585723,113.7834,OUT010,Small,Tier 3,Grocery Store,115.1834,1.4641166783904707,Medium Sales,15
FDP23,6.71,Low Fat,0.03565903,218.3166,OUT045,Small,Tier 2,Supermarket Type1,1959.4494,0.8731325500608422,High Sales,11
FDY02,8.945,Regular,0.087629354,263.491,OUT035,Small,Tier 2,Supermarket Type1,1840.937,0.871742807262705,High Sales,9
FDM03,12.65,Low Fat,0.0924621275,107.8938,OUT046,Small,Tier 1,Supermarket Type1,750.3566,0.8,Medium Sales,16
FDF35,15,Low Fat,0.154228739,107.3938,OUT049,Medium,Tier 1,Supermarket Type1,750.3566,1.0006230353420822,High Sales,14
DRM37,15.35,Low Fat,0.096943078,196.5768,OUT017,Small,Tier 2,Supermarket Type1,7685.9952,0.8764947298416412,Low Sales,6
NCV41,14.35,Non-Consumable,0.017065268,109.5228,OUT049,Medium,Tier 1,Supermarket Type1,1768.3648,0.8760887760467075,Low Sales,14
NCK53,12.6,Non-Consumable,0.0392233835,100.8042,OUT027,Medium,Tier 3,Supermarket Type3,3472.147,0.9090909090909092,Low Sales,28
FDW23,5.765,Low Fat,0.082178616,37.0164,OUT045,Small,Tier 2,Supermarket Type1,540.6296,0.9241603434478681,Low Sales,11
FDW12,8.315,Regular,0.035542581,143.3444,OUT013,High,Tier 3,Supermarket Type1,1596.5884,0.8710498583967303,Low Sales,26
FDG44,6.13,Low Fat,0.102171627,53.8298,OUT035,Small,Tier 2,Supermarket Type1,1024.6662,0.9483562991422729,High Sales,9
FDJ36,14.5,Regular,0.128235818,104.1332,OUT035,Small,Tier 2,Supermarket Type1,205.0664,0.9294568192163261,Low Sales,9
FDX55,15.1,Low Fat,0.0552059,219.4166,OUT046,Small,Tier 1,Supermarket Type1,6096.0648,0.9250491181746812,High Sales,16
DRG13,17.25,Low Fat,0.037337632,163.7526,OUT018,Medium,Tier 3,Supermarket Type2,3289.052,0.9254970362402258,Low Sales,4
NCD06,13,Non-Consumable,0.099242622,46.306,OUT013,High,Tier 3,Supermarket Type1,699.09,0.9215224061640309,High Sales,26
FDW22,12.6,Regular,0.030143704,222.0114,OUT027,Medium,Tier 3,Supermarket Type3,6207.9192,1.009878959168725,High Sales,28
FDD33,12.85,Low Fat,0.108412059,233.2642,OUT045,Small,Tier 2,Supermarket Type1,3950.1914,0.960697509235427,High Sales,11
FDG24,7.975,Low Fat,0.014628382,82.325,OUT035,Small,Tier 2,Supermarket Type1,1331.6,0.9988808207556866,Low Sales,9
FDE05,10.895,Regular,0.032454046,144.8102,OUT046,Small,Tier 1,Supermarket Type1,3062.0142,0.9332640226503904,Medium Sales,16
FDZ12,9.17,Low Fat,0.102978817,144.947,OUT046,Small,Tier 1,Supermarket Type1,4294.41,0.93902282995883,Low Sales,16
FDX37,16.2,Low Fat,0.105498192,101.47,OUT010,Small,Tier 3,Grocery Store,399.48,1.56157804329297,High Sales,15
FDE44,14.65,Low Fat,0.171355643,47.6692,OUT035,Small,Tier 2,Supermarket Type1,739.038,0.92487419881867206,High Sales,9
FDS52,12.6,Low Fat,0.009585169,102.5016,OUT019,Small,Tier 1,Grocery Store,101.2016,1.5315371411740453,Medium Sales,28
FDO39,6.985,Regular,0.137926458,184.7608,OUT018,Medium,Tier 3,Supermarket Type2,4042.7376,0.9292024123801415,Medium Sales,4
FDI32,17.7,Low Fat,0.1643646422,115.0834,OUT045,Small,Tier 2,Supermarket Type1,2764.4016,0.8333333333333333,High Sales,11
FDV28,16.1,Regular,0.1505424741,35.1558,OUT017,Small,Tier 2,Supermarket Type1,339.558,0.8333333333333334,Medium Sales,6
NCP53,14.75,Non-Consumable,0.033076388,237.2906,OUT017,Small,Tier 2,Supermarket Type1,3089.9778,1.0047209003412951,Low Sales,6
NCN43,12.15,Non-Consumable,0.006770252,124.473,OUT049,Medium,Tier 1,Supermarket Type1,1231.73,0.872789787417425,Low Sales,14
NCI31,12.6,Non-Consumable,0.142393355,36.419,OUT019,Small,Tier 1,Grocery Store,109.857,1.5257700379301802,Low Sales,28
FDK55,18.5,Low Fat,0.025813943,89.1172,OUT045,Small,Tier 2,Supermarket Type1,892.172,0.924160348630621,Medium Sales,11
FDC17,12.15,Low Fat,0.015548178,211.2928,OUT017,Small,Tier 2,Supermarket Type1,5049.4272,0.9275067444999315,Medium Sales,6
FDV28,16.1,Regular,0.159698192,32.0558,OUT035,Small,Tier 2,Supermarket Type1,1018.674,0.8840151423196695,Medium Sales,9
FDY26,20.6,Regular,0.030634813,212.9244,OUT018,Medium,Tier 3,Supermarket Type2,2540.6928,0.9334195425563265,High Sales,4
NCU06,17.6,Non-Consumable,0.074522745,228.801,OUT049,Medium,Tier 1,Supermarket Type1,3215.814,0.9154285360352004,High Sales,14
FDV16,12.6,Regular,0.145200948,35.4558,OUT019,Small,Tier 1,Grocery Store,135.8232,1.6196415885957707,Medium Sales,28
FDY31,5.98,Low Fat,0.043651198,146.1418,OUT045,Small,Tier 2,Supermarket Type1,3089.9778,0.8765027679318217,High Sales,11
DRE37,13.5,Low Fat,0.094366079,190.9872,OUT049,Medium,Tier 1,Supermarket Type1,2836.308,0.9262527871143198,Low Sales,14
FDH33,12.85,Low Fat,0.121702394,42.7428,OUT035,Small,Tier 2,Supermarket Type1,703.0848,0.9241490681200684,High Sales,9
FDA46,13.6,Low Fat,0.117613212,194.2136,OUT035,Small,Tier 2,Supermarket Type1,2527.3768,0.9294568171205791,High Sales,9
FDP12,9.8,Regular,0.045258247,35.9874,OUT035,Small,Tier 2,Supermarket Type1,282.2992,0.9988808393395964,Low Sales,9
FDJ09,15,Low Fat,0.058485617,44.7744,OUT049,Medium,Tier 1,Supermarket Type1,679.116,1.0669667921890476,High Sales,14
NCS54,12.6,Non-Consumable,0.00994477,177.837,OUT027,Medium,Tier 3,Supermarket Type3,6528.169,0.9251307797513921,High Sales,28
FDJ33,12.6,Regular,0.087894475,121.173,OUT027,Medium,Tier 3,Supermarket Type3,2586.633,0.8704928813020104,High Sales,28
FDF32,16.35,Low Fat,0.113953562,198.2426,OUT010,Small,Tier 3,Grocery Store,790.9704,1.6054375652932782,High Sales,15
FDN24,12.6,Low Fat,0.198316649,54.3956,OUT019,Small,Tier 1,Grocery Store,272.978,1.6148105880481138,Low Sales,28
FDX21,7.05,Low Fat,0.084949955,109.7912,OUT035,Small,Tier 2,Supermarket Type1,1091.912,0.8745633929119382,High Sales,9
FDC57,20.1,Regular,0.054549098,193.782,OUT013,High,Tier 3,Supermarket Type1,1158.492,0.8740008571021917,High Sales,26
NCZ06,19.6,Non-Consumable,0.094545236,254.7698,OUT018,Medium,Tier 3,Supermarket Type2,5327.0658,0.9260469303051194,High Sales,4
FDY56,16.35,Regular,0.062359467,224.0062,OUT013,High,Tier 3,Supermarket Type1,4288.4178,0.8740008620839211,High Sales,26
NCH07,13.15,Non-Consumable,0.092811105,159.7604,OUT049,Medium,Tier 1,Supermarket Type1,4119.9704,0.876088765087522,High Sales,14
FDS44,12.65,Regular,0.156679617,238.8538,OUT018,Medium,Tier 3,Supermarket Type2,4566.7222,0.9288173751321503,High Sales,4
FDY33,14.5,Regular,0.09735225,160.7262,OUT049,Medium,Tier 1,Supermarket Type1,1750.3882,0.9262527919791401,High Sales,14
FDZ48,17.75,Low Fat,0.076113671,111.4544,OUT045,Small,Tier 2,Supermarket Type1,1006.6896,0.8731863805407222,Low Sales,11
FDY48,14,Low Fat,0.023783007,104.0332,OUT045,Small,Tier 2,Supermarket Type1,1435.4648,0.924160349188795,Low Sales,11
FDK16,12.6,Low Fat,0.114771298,93.9094,OUT027,Medium,Tier 3,Supermarket Type3,3903.5854,0.9205197713813101,Medium Sales,28
FDT16,9.895,Regular,0.048662357,261.7278,OUT046,Small,Tier 1,Supermarket Type1,4685.9004,0.9330256792543246,Medium Sales,16
FDC26,10.195,Low Fat,0.211539389,110.9886,OUT010,Small,Tier 3,Grocery Store,111.1886,1.5560143935760058,High Sales,15
DRJ47,18.25,Low Fat,0.044430561,174.208,OUT018,Medium,Tier 3,Supermarket Type2,2596.62,0.8782920698590977,Medium Sales,4
FDQ04,6.4,Low Fat,0.141860161,41.0796,OUT010,Small,Tier 3,Grocery Store,41.2796,1.4588870039632897,Medium Sales,15
FDN40,5.88,Low Fat,0.07573019125,154.2998,OUT046,Small,Tier 1,Supermarket Type1,1999.3974,0.8888888888888888,Medium Sales,16
FDS39,6.895,Low Fat,0.022441883,143.8812,OUT013,High,Tier 3,Supermarket Type1,2707.1428,0.9288589734568948,Medium Sales,26
FDC11,20.5,Low Fat,0.142370445,90.6172,OUT018,Medium,Tier 3,Supermarket Type2,1427.4752,1.0031395388023312,High Sales,4
FDQ39,14.8,Low Fat,0.13564792,190.8846,OUT010,Small,Tier 3,Grocery Store,191.0846,1.5615780395770074,Medium Sales,15
FDB33,17.75,Low Fat,0.014602837,158.6262,OUT049,Medium,Tier 1,Supermarket Type1,3819.0288,0.864530600729997,High Sales,14
FDU27,18.6,Regular,0.28701714,48.8376,OUT010,Small,Tier 3,Grocery Store,47.9376,1.5624609008638164,Medium Sales,15
FDM44,12.5,Low Fat,0.031112643,104.999,OUT045,Small,Tier 2,Supermarket Type1,1444.786,0.8765027561881049,High Sales,11
FDT32,19,Regular,0.065621523,186.5214,OUT035,Small,Tier 2,Supermarket Type1,5275.7992,0.8745633864952556,High Sales,9
DRC13,8.26,Regular,0.032573725,125.073,OUT018,Medium,Tier 3,Supermarket Type2,985.384,1.0192219520332528,Low Sales,4
NCO07,9.06,Non-Consumable,0.009776268,213.756,OUT046,Small,Tier 1,Supermarket Type1,1065.28,0.9222899463455676,Low Sales,16
FDJ16,9.195,Low Fat,0.115353642,58.9246,OUT018,Medium,Tier 3,Supermarket Type2,926.7936,1.0031395341190106,Medium Sales,4
FDB22,12.6,Low Fat,0.110901004,155.0998,OUT027,Medium,Tier 3,Supermarket Type3,2768.3964,0.928963596966108,High Sales,28
NCS30,5.945,Non-Consumable,0.093214866,129.1652,OUT045,Small,Tier 2,Supermarket Type1,2841.6344,0.9355478205463101,High Sales,11
FDQ59,12.6,Regular,0.04942485775,84.5908,OUT027,Medium,Tier 3,Supermarket Type3,3020.0688,0.888888888888889,High Sales,28
